point_id,review,rating,date
1,Отличное место для посиделки с детьми! Имеется няня и камера в игровой. Выдаётся планшет по которому можно смотреть за детками через камеру. Очень вкусно!,5.0,2023-08-07T18:27:27.428Z
1,"Еда вкусная, порции больше, цены адекватные.

Очень понравился детокс фреш из щавеля, ананаса и чего то там ещё.
Вкусный поке с лососем. 

Окрошка авангардная. С кефиром.

Пока что лучшее, что нашлось в Ташкенте.",5.0,2023-05-20T14:16:13.737Z
1,"Прекрасное место с отличной кухней по приемлемым ценам. Сервис на высшем уровне, хочется приходить снова. Соотношение цена/качество на 10/10.",5.0,2023-06-23T15:54:28.400Z
1,"Вкусная кухня! Ташкенский сендвич - топ🤤 Вежливый персонал! Хорошее семейное место, есть детская площадка с няней. Рекомендую 👍",5.0,2023-06-30T14:30:45.951Z
1,"Очень отличное место для завтраков и не только! Приятные и шустрые ребята-официанты, классная рисовая каша, неплохие сырники, интересное меню. Все быстро, вкусно, современно, качественно!",5.0,2023-03-02T16:47:47.135Z
1,"Вкусная еда, персонал вежливый, необычное цветовое решение интерьера, туалет приятно удивил удобствами не только для взрослых, но и для детей, есть парковка и терраса. Но... местами обваливается краска, обилие насыщенных цветов давит, долго ждали официанта. Возможно это станет вашим любимым местом. Возможно нет.",3.0,2022-10-19T13:20:01.963Z
1,"Вежливый персонал, всё свежее и вкусное! 
Были проездом в Ташкенте, заходили во многие кафе, но это понравилось больше всех!",5.0,2023-05-19T14:14:00.029Z
1,"Душевное место от создателей душевной «Подушечной») если вам по душе не просто вкусный перекус, а получить положительные эмоции от атмосферы, дружеского обслуживания и общения, то вам сюда❤️ комфортное место, классная детская комната, в общем мои рекомендации🙏 а мы тут были на детском празднике",5.0,2023-02-15T16:53:55.436Z
1,"Хорошее место недалеко от дома. Раньше заказывала доставку, а сегодня, наконец, ноги дошли посмотреть лично.
Персонал отличный, давно не видела настолько вежливых и отзывчивых сотрудников.
Ингредиенты в блюдах были свежие, кофе вкусный, десерты бомба. Особенно порадовал фисташковый чизкейк 💚 
Не понравился только чёрный чай (добавили очень мало заварки, он прям соломенного цвета был). 
Оповестили об этом официанта и чай нам без вопросов заменили.",5.0,2022-12-28T02:39:52.626Z
1,"Самое милое кафе 😍
Уютно, вкусно, мы с мужем любим приходить сюда на завтрак , всегда вкусно. 
Персонал на высшем уровне , всегда вежливые 😍 

Цены приемлемые, интерьер очень уютный 😍",5.0,2022-12-25T08:24:40.992Z
